Formatted Date,Summary,Precip Type,Temperature,Apparent_Temperature,Humidity,Wind_Speed,Wind_Bearing,Visibility,Loud Cover,Pressure (millibars),Daily Summary
2013-05-24 05:00:00.000 +0200,Overcast,rain,10.966666666666669,10.966666666666669,0.88,6.1985,280.0,9.982,0.0,1003.83,Mostly cloudy throughout the day.
2015-06-24 17:00:00.000 +0200,Overcast,rain,13.06666666666667,13.06666666666667,0.95,10.432800000000002,290.0,9.4507,0.0,1020.36,Mostly cloudy throughout the day.
2009-08-09 07:00:00.000 +0200,Partly Cloudy,rain,17.22222222222222,17.22222222222222,0.72,8.05,20.0,9.982,0.0,1018.0,Partly cloudy starting in the morning.
2009-09-25 23:00:00.000 +0200,Mostly Cloudy,rain,16.544444444444444,16.544444444444444,0.5,19.3361,29.0,15.520400000000002,0.0,1022.56,Mostly cloudy starting overnight.
2006-11-18 02:00:00.000 +0100,Partly Cloudy,rain,7.366666666666664,5.311111111111113,0.79,11.0124,140.0,6.166300000000001,0.0,1020.74,Partly cloudy starting in the morning.
2016-10-04 00:00:00.000 +0200,Mostly Cloudy,rain,12.17777777777778,12.17777777777778,0.9,17.1304,260.0,16.1,0.0,1019.84,Mostly cloudy throughout the day.
2013-05-23 06:00:00.000 +0200,Overcast,rain,12.683333333333332,12.683333333333332,0.99,5.152000000000001,359.0,11.2056,0.0,1003.28,Mostly cloudy throughout the day.
2009-01-02 21:00:00.000 +0100,Overcast,snow,-3.888888888888889,-8.3,0.81,11.27,220.0,8.05,0.0,1026.3,Mostly cloudy throughout the day.
2011-09-21 00:00:00.000 +0200,Overcast,rain,14.955555555555556,14.955555555555556,0.9,17.291400000000003,339.0,9.9015,0.0,1017.19,Partly cloudy until evening.
2006-05-15 11:00:00.000 +0200,Partly Cloudy,rain,17.788888888888884,17.788888888888884,0.77,16.6796,19.0,11.3988,0.0,1020.92,Partly cloudy until night.
2016-06-26 03:00:00.000 +0200,Clear,rain,22.61666666666666,22.61666666666666,0.77,10.2557,151.0,16.1,0.0,1012.62,Partly cloudy overnight.
2006-07-06 23:00:00.000 +0200,Clear,rain,20.611111111111107,20.611111111111107,0.72,6.0375000000000005,131.0,14.9569,0.0,1019.85,Partly cloudy starting in the morning continuing until evening.
2010-07-04 20:00:00.000 +0200,Partly Cloudy,rain,23.1,23.1,0.65,3.9928,292.0,10.3523,0.0,1015.41,Partly cloudy until night.
2007-05-25 14:00:00.000 +0200,Mostly Cloudy,rain,21.17777777777778,21.17777777777778,0.74,3.2683,131.0,11.4471,0.0,1012.34,Partly cloudy throughout the day.
2015-12-13 04:00:00.000 +0100,Foggy,snow,-1.1000000000000003,-4.661111111111111,0.97,10.2074,171.0,0.1449,0.0,1025.32,Foggy throughout the day.
2013-08-26 12:00:00.000 +0200,Overcast,rain,18.916666666666668,18.916666666666668,0.99,10.577700000000002,319.0,3.5259,0.0,1011.96,Mostly cloudy throughout the day.
2009-09-10 17:00:00.000 +0200,Partly Cloudy,rain,27.72777777777777,26.71111111111111,0.25,11.8657,347.0,10.3684,0.0,1018.67,Mostly cloudy throughout the day.
2015-04-12 13:00:00.000 +0200,Partly Cloudy,rain,22.22222222222222,22.22222222222222,0.33,12.783400000000002,354.0,10.2557,0.0,1026.05,Partly cloudy throughout the day.
2007-01-18 00:00:00.000 +0100,Clear,rain,1.0888888888888897,-0.9666666666666658,0.92,6.552700000000001,179.0,5.9248,0.0,1024.77,Mostly cloudy starting in the afternoon continuing until night.
2009-10-17 06:00:00.000 +0200,Mostly Cloudy,rain,2.7777777777777777,2.7777777777777777,0.82,4.83,160.0,9.982,0.0,1017.0,Mostly cloudy throughout the day.
2012-01-31 00:00:00.000 +0100,Clear,snow,-10.0,-13.733333333333333,0.77,6.44,150.0,16.1,0.0,1034.0,Partly cloudy starting in the morning.
2013-09-04 03:00:00.000 +0200,Partly Cloudy,rain,11.638888888888893,11.638888888888893,0.9,10.8836,319.0,16.1,0.0,1024.74,Partly cloudy starting overnight.
2009-11-23 14:00:00.000 +0100,Overcast,rain,7.777777777777778,7.777777777777778,0.83,4.83,110.0,6.118,0.0,1020.7,Foggy until afternoon.
2007-02-28 21:00:00.000 +0100,Overcast,rain,9.35,7.750000000000002,0.72,10.706500000000002,265.0,15.8746,0.0,1008.28,Mostly cloudy throughout the day.
2013-01-05 14:00:00.000 +0100,Mostly Cloudy,rain,7.449999999999998,7.449999999999998,0.84,4.524100000000001,358.0,11.27,0.0,1015.11,Mostly cloudy until night.
2010-03-22 02:00:00.000 +0100,Mostly Cloudy,rain,9.516666666666667,8.827777777777778,0.8,6.391700000000001,235.0,15.826300000000002,0.0,1020.04,Mostly cloudy throughout the day.
2013-05-15 00:00:00.000 +0200,Mostly Cloudy,rain,12.43888888888889,12.43888888888889,0.93,6.0536,37.0,15.826300000000002,0.0,1012.46,Foggy in the morning.
2007-02-18 20:00:00.000 +0100,Clear,rain,1.183333333333335,-2.4777777777777783,0.85,12.5902,159.0,10.0464,0.0,1022.25,Partly cloudy until evening.
2009-07-03 15:00:00.000 +0200,Partly Cloudy,rain,27.77777777777778,28.122222222222224,0.49,9.66,260.0,9.982,0.0,1009.6,Partly cloudy throughout the day.
2011-01-15 23:00:00.000 +0100,Partly Cloudy,rain,7.244444444444444,3.3888888888888897,0.76,25.309200000000004,300.0,15.826300000000002,0.0,1025.36,Partly cloudy throughout the day and breezy in the evening.
2012-10-14 22:00:00.000 +0200,Overcast,rain,13.866666666666667,13.866666666666667,0.93,6.4722,134.0,6.9874,0.0,1010.58,Overcast throughout the day.
2014-03-12 18:00:00.000 +0100,Partly Cloudy,rain,10.227777777777776,10.227777777777776,0.4,9.338,20.0,16.1,0.0,1028.23,Partly cloudy starting in the afternoon continuing until evening.
2009-08-29 19:00:00.000 +0200,Mostly Cloudy,rain,22.22222222222222,22.22222222222222,0.68,27.37,320.0,9.982,0.0,1013.2,Partly cloudy starting in the morning and breezy starting in the afternoon continuing until evening.
2010-01-22 18:00:00.000 +0100,Overcast,snow,-3.888888888888889,-8.194444444444445,0.79,10.8836,342.0,11.27,0.0,1027.88,Mostly cloudy throughout the day.
2013-02-23 20:00:00.000 +0100,Mostly Cloudy,rain,5.027777777777776,1.900000000000001,0.86,14.3451,130.0,10.0464,0.0,1009.63,Overcast throughout the day.
2008-05-10 23:00:00.000 +0200,Clear,rain,8.877777777777775,7.116666666666668,0.76,11.0607,2.0,14.9569,0.0,1020.46,Partly cloudy until evening.
2015-06-29 21:00:00.000 +0200,Mostly Cloudy,rain,18.005555555555553,18.005555555555553,0.94,5.0393,310.0,10.2557,0.0,1018.75,Mostly cloudy throughout the day.
2011-06-18 03:00:00.000 +0200,Partly Cloudy,rain,18.266666666666666,18.266666666666666,0.93,6.295100000000001,159.0,8.1305,0.0,1013.17,Partly cloudy until night.
2013-06-05 05:00:00.000 +0200,Overcast,rain,12.655555555555557,12.655555555555557,1.0,5.828200000000001,286.0,3.8962,0.0,1014.16,Mostly cloudy throughout the day.
2006-09-11 14:00:00.000 +0200,Partly Cloudy,rain,23.87777777777778,23.87777777777778,0.36,10.8836,112.0,10.3523,0.0,1027.72,Partly cloudy starting in the afternoon continuing until evening.
2014-10-28 15:00:00.000 +0100,Partly Cloudy,rain,11.066666666666668,11.066666666666668,0.47,4.2343,189.0,15.1823,0.0,1025.92,Foggy until morning.
2013-07-18 10:00:00.000 +0200,Partly Cloudy,rain,27.22222222222222,27.83333333333333,0.53,7.728,51.0,11.2056,0.0,1020.82,Partly cloudy starting in the morning.
2016-05-22 05:00:00.000 +0200,Partly Cloudy,rain,9.877777777777778,8.56111111111111,0.84,9.66,330.0,14.3612,0.0,1018.66,Partly cloudy until night.
2011-09-25 16:00:00.000 +0200,Partly Cloudy,rain,24.97222222222222,24.97222222222222,0.3,4.0411,302.0,9.982,0.0,1021.8,Partly cloudy starting in the morning continuing until evening.
2010-04-03 05:00:00.000 +0200,Partly Cloudy,rain,2.055555555555557,0.0111111111111128,0.85,6.9874,259.0,6.8425,0.0,1019.13,Partly cloudy throughout the day.
2008-03-04 20:00:00.000 +0100,Overcast,rain,4.949999999999998,2.077777777777779,0.69,12.7512,340.0,11.2056,0.0,1012.11,Overcast throughout the day.
2010-01-01 18:00:00.000 +0100,Overcast,rain,6.111111111111111,3.466666666666668,0.93,12.88,310.0,4.025,0.0,991.6,Foggy in the morning.
2009-07-28 21:00:00.000 +0200,Partly Cloudy,rain,25.0,25.0,0.36,11.27,70.0,9.982,0.0,1017.2,Partly cloudy starting in the afternoon.
2008-04-28 06:00:00.000 +0200,Clear,rain,6.188888888888889,4.155555555555554,0.85,9.7083,341.0,9.982,0.0,0.0,Partly cloudy starting in the afternoon.
2009-09-11 03:00:00.000 +0200,Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.58,6.44,20.0,16.1,0.0,1018.3,Mostly cloudy until night.
2015-10-10 14:00:00.000 +0200,Overcast,rain,14.849999999999998,14.849999999999998,0.79,13.2503,52.0,10.2396,0.0,1016.64,Overcast throughout the day.
2013-06-04 04:00:00.000 +0200,Overcast,rain,11.138888888888888,11.138888888888888,0.95,14.1036,243.0,8.1949,0.0,1012.31,Mostly cloudy throughout the day.
2014-11-04 13:00:00.000 +0100,Clear,rain,16.255555555555553,16.255555555555553,0.54,14.570500000000004,161.0,9.5634,0.0,1014.78,Clear throughout the day.
2011-06-28 23:00:00.000 +0200,Mostly Cloudy,rain,16.622222222222224,16.622222222222224,0.93,6.5849,288.0,14.168000000000005,0.0,1011.87,Mostly cloudy throughout the day.
2009-01-14 12:00:00.000 +0100,Mostly Cloudy,rain,1.1111111111111112,-1.8833333333333335,0.78,9.66,20.0,4.9910000000000005,0.0,1016.2,Foggy starting overnight continuing until morning.
2010-07-02 21:00:00.000 +0200,Partly Cloudy,rain,22.77777777777778,22.77777777777778,0.79,4.7978000000000005,23.0,9.982,0.0,1016.07,Partly cloudy starting in the afternoon.
2013-02-21 12:00:00.000 +0100,Overcast,rain,2.2000000000000006,-0.9000000000000006,0.68,10.996300000000002,11.0,11.27,0.0,1018.24,Mostly cloudy throughout the day.
2007-12-11 05:00:00.000 +0100,Overcast,rain,5.0,3.083333333333332,0.86,8.2593,242.0,5.0393,0.0,1008.28,Foggy starting in the afternoon continuing until night.
2013-06-01 21:00:00.000 +0200,Mostly Cloudy,rain,13.77222222222222,13.77222222222222,0.9,1.8354,200.0,10.0464,0.0,1006.8,Mostly cloudy throughout the day.
2012-04-25 16:00:00.000 +0200,Partly Cloudy,rain,17.22222222222222,17.22222222222222,0.52,25.76,310.0,11.27,0.0,1011.0,Mostly cloudy throughout the day.
2008-09-03 15:00:00.000 +0200,Partly Cloudy,rain,30.04444444444444,29.21111111111111,0.35,12.6224,201.0,9.982,0.0,1013.22,Partly cloudy starting in the afternoon continuing until evening.
2008-06-28 17:00:00.000 +0200,Partly Cloudy,rain,27.61666666666666,26.883333333333333,0.31,21.3486,302.0,10.3523,0.0,1018.58,Partly cloudy starting in the afternoon continuing until night.
2008-08-06 11:00:00.000 +0200,Partly Cloudy,rain,26.90555555555556,26.34444444444445,0.29,19.6581,331.0,10.3523,0.0,1017.57,Partly cloudy starting in the morning continuing until evening.
2007-08-08 11:00:00.000 +0200,Partly Cloudy,rain,28.911111111111115,28.200000000000003,0.36,4.395300000000001,245.0,9.982,0.0,1009.71,Partly cloudy starting in the morning.
2006-12-19 14:00:00.000 +0100,Overcast,rain,2.2222222222222223,-1.805555555555556,0.92,15.8907,18.0,4.1216,0.0,1024.79,Overcast throughout the day.
2008-02-03 07:00:00.000 +0100,Mostly Cloudy,rain,1.405555555555556,-0.166666666666667,0.84,5.4418,315.0,9.982,0.0,1028.3,Mostly cloudy until night.
2014-01-23 23:00:00.000 +0100,Overcast,rain,1.1055555555555567,-2.2222222222222223,0.89,11.0285,42.0,8.1305,0.0,1019.33,Mostly cloudy throughout the day.
2014-09-10 07:00:00.000 +0200,Mostly Cloudy,rain,16.072222222222223,16.072222222222223,0.93,3.0751,150.0,4.524100000000001,0.0,1013.7,Mostly cloudy starting overnight.
2014-12-25 14:00:00.000 +0100,Clear,rain,11.06111111111111,11.06111111111111,0.61,0.6601,280.0,9.982,0.0,0.0,Foggy until morning.
2009-09-18 07:00:00.000 +0200,Mostly Cloudy,rain,17.22222222222222,17.22222222222222,0.87,0.0,0.0,6.118,0.0,1016.1,Mostly cloudy until evening.
2016-02-04 14:00:00.000 +0100,Mostly Cloudy,rain,7.200000000000001,3.461111111111109,0.69,23.8924,321.0,9.982,0.0,1020.37,Mostly cloudy throughout the day.
2011-05-20 09:00:00.000 +0200,Partly Cloudy,rain,22.272222222222226,22.272222222222226,0.64,4.6368,218.0,9.982,0.0,1020.07,Partly cloudy until night.
2014-02-24 17:00:00.000 +0100,Mostly Cloudy,rain,8.91111111111111,7.833333333333333,0.77,7.583100000000001,118.0,9.982,0.0,1022.49,Mostly cloudy throughout the day.
2007-02-16 05:00:00.000 +0100,Mostly Cloudy,rain,2.311111111111109,-1.416666666666667,0.92,14.2646,271.0,9.982,0.0,1019.42,Mostly cloudy throughout the day.
2010-09-21 08:00:00.000 +0200,Partly Cloudy,rain,10.783333333333331,10.783333333333331,0.98,6.44,340.0,5.635000000000001,0.0,1022.76,Partly cloudy starting in the morning continuing until evening.
2007-06-18 11:00:00.000 +0200,Partly Cloudy,rain,28.605555555555554,28.35555555555556,0.42,13.7011,209.0,10.3523,0.0,1011.81,Partly cloudy starting in the morning.
2011-01-01 11:00:00.000 +0100,Foggy,snow,-4.861111111111111,-9.355555555555556,1.0,10.8675,190.0,1.8998,0.0,1022.55,Foggy starting overnight.
2011-04-02 11:00:00.000 +0200,Clear,rain,17.03333333333333,17.03333333333333,0.67,6.7137,330.0,9.982,0.0,1021.52,Partly cloudy starting overnight continuing until evening.
2007-11-21 18:00:00.000 +0100,Mostly Cloudy,rain,1.1166666666666656,-1.3444444444444454,0.86,7.792400000000001,237.0,5.0876,0.0,1021.91,Foggy starting in the evening.
2007-10-09 08:00:00.000 +0200,Mostly Cloudy,rain,8.555555555555555,8.555555555555555,0.85,2.254,344.0,9.3541,0.0,1024.39,Partly cloudy starting in the morning continuing until night.
2012-10-28 23:00:00.000 +0100,Overcast,rain,2.7999999999999994,-1.6944444444444449,0.92,20.0284,31.0,9.982,0.0,1008.96,Mostly cloudy throughout the day.
2006-11-03 22:00:00.000 +0100,Clear,snow,-2.272222222222222,-6.422222222222222,0.82,11.5437,308.0,14.168000000000005,0.0,1026.2,Partly cloudy until evening.
2007-11-01 13:00:00.000 +0100,Partly Cloudy,rain,11.038888888888888,11.038888888888888,0.66,22.0087,9.0,9.982,0.0,1027.26,Partly cloudy starting overnight continuing until night.
2014-09-01 09:00:00.000 +0200,Mostly Cloudy,rain,21.83888888888889,21.83888888888889,0.56,13.3952,129.0,9.982,0.0,1007.75,Mostly cloudy throughout the day.
2012-05-17 01:00:00.000 +0200,Overcast,rain,10.555555555555555,10.555555555555555,0.86,14.49,340.0,16.1,0.0,1010.2,Mostly cloudy throughout the day.
2013-04-30 10:00:00.000 +0200,Mostly Cloudy,rain,26.03888888888889,26.03888888888889,0.44,15.5848,131.0,9.982,0.0,1019.48,Mostly cloudy starting overnight.
2016-05-29 14:00:00.000 +0200,Mostly Cloudy,rain,27.76666666666667,28.438888888888886,0.53,12.8317,130.0,15.552600000000002,0.0,1008.45,Partly cloudy throughout the day.
2011-06-28 00:00:00.000 +0200,Mostly Cloudy,rain,16.5,16.5,0.78,6.279,294.0,15.826300000000002,0.0,1015.99,Mostly cloudy throughout the day.
2010-09-28 14:00:00.000 +0200,Partly Cloudy,rain,20.716666666666672,20.716666666666672,0.51,18.837,258.0,11.4471,0.0,1012.58,Partly cloudy throughout the day.
2016-03-08 15:00:00.000 +0100,Mostly Cloudy,rain,9.883333333333333,9.883333333333333,0.66,4.6046000000000005,202.0,9.982,0.0,1012.59,Mostly cloudy until night.
